"Início dos relatórios","Encerramento dos relatórios","Nome da campanha","Veiculação da campanha","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Término,Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)"
2026-05-12,2026-05-25,"CAMP 01 OLEO USADO 13/05",active,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",4,actions:offsite_conversion.fb_pixel_purchase,3449,1.325892,109.4,"Usando o orçamento do conjunto de anúncios",0,437.6,Contínuo,4573,95.692106,269,,1.626766,5.882353,536,11.720971,0.816418,199,2.198995
